season,competition,league_tier,ssn_comp_game_no,ranking,pld,pts,manager
1949/50,Division Three (North),3.0,42.0,5.0,42,49,Ernest Blackburn
1949/50,Division Three (North),3.0,41.0,6.0,41,48,Ernest Blackburn
1949/50,Division Three (North),3.0,40.0,6.0,40,47,Ernest Blackburn
1949/50,Division Three (North),3.0,39.0,8.0,39,45,Ernest Blackburn
1949/50,Division Three (North),3.0,38.0,8.0,38,43,Ernest Blackburn
1949/50,Division Three (North),3.0,37.0,7.0,37,43,Ernest Blackburn
1949/50,Division Three (North),3.0,36.0,7.0,36,42,Ernest Blackburn
1949/50,Division Three (North),3.0,35.0,8.0,35,40,Ernest Blackburn
1949/50,Division Three (North),3.0,34.0,7.0,34,39,Ernest Blackburn
1949/50,Division Three (North),3.0,33.0,7.0,33,39,Ernest Blackburn
1949/50,Division Three (North),3.0,32.0,7.0,32,37,Ernest Blackburn
1949/50,Division Three (North),3.0,31.0,6.0,31,36,Ernest Blackburn
1949/50,Division Three (North),3.0,30.0,7.0,30,34,Ernest Blackburn
1949/50,Division Three (North),3.0,29.0,6.0,29,34,Ernest Blackburn
1949/50,Division Three (North),3.0,28.0,3.0,28,34,Ernest Blackburn
1949/50,Division Three (North),3.0,27.0,3.0,27,33,Ernest Blackburn
1949/50,Division Three (North),3.0,26.0,5.0,26,31,Ernest Blackburn
1949/50,Division Three (North),3.0,25.0,3.0,25,31,Ernest Blackburn
1949/50,Division Three (North),3.0,24.0,8.0,24,29,Ernest Blackburn
1949/50,Division Three (North),3.0,23.0,6.0,23,28,Ernest Blackburn
1949/50,Division Three (North),3.0,22.0,8.0,22,26,Ernest Blackburn
1949/50,Division Three (North),3.0,21.0,8.0,21,26,Ernest Blackburn
1949/50,Division Three (North),3.0,20.0,6.0,20,26,Ernest Blackburn
1949/50,Division Three (North),3.0,19.0,7.0,19,25,Ernest Blackburn
1949/50,Division Three (North),3.0,18.0,6.0,18,24,Ernest Blackburn
1949/50,Division Three (North),3.0,17.0,6.0,17,23,Ernest Blackburn
1949/50,Division Three (North),3.0,16.0,2.0,16,23,Ernest Blackburn
1949/50,Division Three (North),3.0,15.0,5.0,15,21,Ernest Blackburn
1949/50,Division Three (North),3.0,14.0,2.0,14,21,Ernest Blackburn
1949/50,Division Three (North),3.0,13.0,3.0,13,19,Ernest Blackburn
1949/50,Division Three (North),3.0,12.0,3.0,12,17,Ernest Blackburn
1949/50,Division Three (North),3.0,11.0,5.0,11,15,Ernest Blackburn
1949/50,Division Three (North),3.0,10.0,8.0,10,13,Ernest Blackburn
1949/50,Division Three (North),3.0,9.0,10.0,9,11,Ernest Blackburn
1949/50,Division Three (North),3.0,8.0,7.0,8,11,Ernest Blackburn
1949/50,Division Three (North),3.0,7.0,7.0,7,9,Ernest Blackburn
1949/50,Division Three (North),3.0,6.0,3.0,6,9,Ernest Blackburn
1949/50,Division Three (North),3.0,5.0,4.0,5,8,Ernest Blackburn
1949/50,Division Three (North),3.0,4.0,5.0,4,6,Ernest Blackburn
1949/50,Division Three (North),3.0,3.0,10.0,3,4,Ernest Blackburn
1949/50,Division Three (North),3.0,2.0,11.0,2,2,Ernest Blackburn
1949/50,Division Three (North),3.0,1.0,21.0,1,0,Ernest Blackburn
1948/49,Division Three (North),3.0,42.0,11.0,42,41,Ernest Blackburn
1948/49,Division Three (North),3.0,41.0,11.0,41,41,Ernest Blackburn
1948/49,Division Three (North),3.0,40.0,10.0,40,40,Ernest Blackburn
1948/49,Division Three (North),3.0,39.0,14.0,39,38,Ernest Blackburn
1948/49,Division Three (North),3.0,38.0,12.0,38,38,Ernest Blackburn
1948/49,Division Three (North),3.0,37.0,12.0,37,37,Ernest Blackburn
1948/49,Division Three (North),3.0,36.0,12.0,36,36,Ernest Blackburn
1948/49,Division Three (North),3.0,35.0,11.0,35,36,Ernest Blackburn
1948/49,Division Three (North),3.0,34.0,10.0,34,35,Ernest Blackburn
1948/49,Division Three (North),3.0,33.0,9.0,33,34,Ernest Blackburn
1948/49,Division Three (North),3.0,32.0,9.0,32,34,Ernest Blackburn
1948/49,Division Three (North),3.0,31.0,8.0,31,34,Ernest Blackburn
1948/49,Division Three (North),3.0,30.0,8.0,30,33,Ernest Blackburn
1948/49,Division Three (North),3.0,29.0,8.0,29,31,Ernest Blackburn
1948/49,Division Three (North),3.0,28.0,11.0,28,29,Ernest Blackburn
1948/49,Division Three (North),3.0,27.0,9.0,27,28,Ernest Blackburn
1948/49,Division Three (North),3.0,26.0,10.0,26,27,Ernest Blackburn
1948/49,Division Three (North),3.0,25.0,8.0,25,27,Ernest Blackburn
1948/49,Division Three (North),3.0,24.0,7.0,24,27,Ernest Blackburn
1948/49,Division Three (North),3.0,23.0,7.0,23,26,Ernest Blackburn
1948/49,Division Three (North),3.0,22.0,7.0,22,24,Ernest Blackburn
1948/49,Division Three (North),3.0,21.0,9.0,21,22,Ernest Blackburn
1948/49,Division Three (North),3.0,20.0,9.0,20,21,Ernest Blackburn
1948/49,Division Three (North),3.0,19.0,11.0,19,19,Ernest Blackburn
1948/49,Division Three (North),3.0,18.0,10.0,18,19,Ernest Blackburn
1948/49,Division Three (North),3.0,17.0,8.0,17,18,Ernest Blackburn
1948/49,Division Three (North),3.0,16.0,12.0,16,16,Ernest Blackburn
1948/49,Division Three (North),3.0,15.0,9.0,15,16,Ernest Blackburn
1948/49,Division Three (North),3.0,14.0,9.0,14,15,Ernest Blackburn
1948/49,Division Three (North),3.0,13.0,7.0,13,15,Ernest Blackburn
1948/49,Division Three (North),3.0,12.0,10.0,12,13,Ernest Blackburn
1948/49,Division Three (North),3.0,11.0,11.0,11,12,Ernest Blackburn
1948/49,Division Three (North),3.0,10.0,10.0,10,11,Ernest Blackburn
1948/49,Division Three (North),3.0,9.0,14.0,9,9,Ernest Blackburn
1948/49,Division Three (North),3.0,8.0,6.0,8,9,Ernest Blackburn
1948/49,Division Three (North),3.0,7.0,11.0,7,7,Ernest Blackburn
1948/49,Division Three (North),3.0,6.0,17.0,6,5,Ernest Blackburn
1948/49,Division Three (North),3.0,5.0,20.0,5,3,Ernest Blackburn
1948/49,Division Three (North),3.0,4.0,20.0,4,2,Ernest Blackburn
1948/49,Division Three (North),3.0,3.0,22.0,3,0,Ernest Blackburn
1948/49,Division Three (North),3.0,2.0,20.0,2,0,Ernest Blackburn
1948/49,Division Three (North),3.0,1.0,15.0,1,0,Ernest Blackburn
1947/48,Division Three (North),3.0,42.0,18.0,42,36,Ernest Blackburn
1947/48,Division Three (North),3.0,41.0,19.0,41,35,Ernest Blackburn
1947/48,Division Three (North),3.0,40.0,18.0,40,35,Ernest Blackburn
1947/48,Division Three (North),3.0,39.0,16.0,39,35,Ernest Blackburn
1947/48,Division Three (North),3.0,38.0,17.0,38,33,Ernest Blackburn
1947/48,Division Three (North),3.0,37.0,15.0,37,33,Ernest Blackburn
1947/48,Division Three (North),3.0,36.0,13.0,36,33,Ernest Blackburn
1947/48,Division Three (North),3.0,35.0,11.0,35,33,Ernest Blackburn
1947/48,Division Three (North),3.0,34.0,10.0,34,33,Ernest Blackburn
1947/48,Division Three (North),3.0,33.0,10.0,33,33,Ernest Blackburn
1947/48,Division Three (North),3.0,32.0,10.0,32,33,Ernest Blackburn
1947/48,Division Three (North),3.0,31.0,10.0,31,33,Ernest Blackburn
1947/48,Division Three (North),3.0,30.0,10.0,30,32,Ernest Blackburn
1947/48,Division Three (North),3.0,29.0,11.0,29,30,Ernest Blackburn
1947/48,Division Three (North),3.0,28.0,11.0,28,28,Ernest Blackburn
1947/48,Division Three (North),3.0,27.0,12.0,27,26,Ernest Blackburn
1947/48,Division Three (North),3.0,26.0,14.0,26,24,Ernest Blackburn
1947/48,Division Three (North),3.0,25.0,15.0,25,22,Ernest Blackburn
1947/48,Division Three (North),3.0,24.0,14.0,24,22,Ernest Blackburn
1947/48,Division Three (North),3.0,23.0,14.0,23,22,Ernest Blackburn
1947/48,Division Three (North),3.0,22.0,11.0,22,22,Ernest Blackburn
1947/48,Division Three (North),3.0,21.0,11.0,21,22,Ernest Blackburn
1947/48,Division Three (North),3.0,20.0,10.0,20,22,Ernest Blackburn
1947/48,Division Three (North),3.0,19.0,8.0,19,22,Ernest Blackburn
1947/48,Division Three (North),3.0,18.0,9.0,18,20,Ernest Blackburn
1947/48,Division Three (North),3.0,17.0,9.0,17,19,Ernest Blackburn
1947/48,Division Three (North),3.0,16.0,7.0,16,19,Ernest Blackburn
1947/48,Division Three (North),3.0,15.0,8.0,15,17,Ernest Blackburn
1947/48,Division Three (North),3.0,14.0,7.0,14,17,Ernest Blackburn
1947/48,Division Three (North),3.0,13.0,8.0,13,15,Ernest Blackburn
1947/48,Division Three (North),3.0,12.0,8.0,12,15,Ernest Blackburn
1947/48,Division Three (North),3.0,11.0,5.0,11,15,Ernest Blackburn
1947/48,Division Three (North),3.0,10.0,7.0,10,13,Ernest Blackburn
1947/48,Division Three (North),3.0,9.0,3.0,9,13,Ernest Blackburn
1947/48,Division Three (North),3.0,8.0,2.0,8,11,Ernest Blackburn
1947/48,Division Three (North),3.0,7.0,5.0,7,9,Ernest Blackburn
1947/48,Division Three (North),3.0,6.0,6.0,6,7,Ernest Blackburn
1947/48,Division Three (North),3.0,5.0,12.0,5,5,Ernest Blackburn
1947/48,Division Three (North),3.0,4.0,13.0,4,3,Ernest Blackburn
1947/48,Division Three (North),3.0,3.0,17.0,3,1,Ernest Blackburn
1947/48,Division Three (North),3.0,2.0,14.0,2,1,Ernest Blackburn
1947/48,Division Three (North),3.0,1.0,14.0,1,0,Ernest Blackburn
1946/47,Division Three (North),3.0,42.0,10.0,42,41,Ernest Blackburn
1946/47,Division Three (North),3.0,41.0,10.0,41,40,Ernest Blackburn
1946/47,Division Three (North),3.0,40.0,10.0,40,40,Ernest Blackburn
1946/47,Division Three (North),3.0,39.0,10.0,39,39,Ernest Blackburn
1946/47,Division Three (North),3.0,38.0,9.0,38,39,Ernest Blackburn
1946/47,Division Three (North),3.0,37.0,8.0,37,39,Ernest Blackburn
1946/47,Division Three (North),3.0,36.0,8.0,36,38,Ernest Blackburn
1946/47,Division Three (North),3.0,35.0,7.0,35,38,Ernest Blackburn
1946/47,Division Three (North),3.0,34.0,7.0,34,38,Ernest Blackburn
1946/47,Division Three (North),3.0,33.0,7.0,33,36,Ernest Blackburn
1946/47,Division Three (North),3.0,32.0,7.0,32,34,Ernest Blackburn
1946/47,Division Three (North),3.0,31.0,6.0,31,34,Ernest Blackburn
1946/47,Division Three (North),3.0,30.0,7.0,30,32,Ernest Blackburn
1946/47,Division Three (North),3.0,29.0,7.0,29,30,Ernest Blackburn
1946/47,Division Three (North),3.0,28.0,7.0,28,30,Ernest Blackburn
1946/47,Division Three (North),3.0,27.0,8.0,27,28,Ernest Blackburn
1946/47,Division Three (North),3.0,26.0,9.0,26,26,Ernest Blackburn
1946/47,Division Three (North),3.0,25.0,7.0,25,25,Ernest Blackburn
1946/47,Division Three (North),3.0,24.0,9.0,24,23,Ernest Blackburn
1946/47,Division Three (North),3.0,23.0,9.0,23,22,Ernest Blackburn
1946/47,Division Three (North),3.0,22.0,11.0,22,20,Ernest Blackburn
1946/47,Division Three (North),3.0,21.0,16.0,21,18,Ernest Blackburn
1946/47,Division Three (North),3.0,20.0,14.0,20,18,Ernest Blackburn
1946/47,Division Three (North),3.0,19.0,12.0,19,18,Ernest Blackburn
1946/47,Division Three (North),3.0,18.0,14.0,18,16,Ernest Blackburn
1946/47,Division Three (North),3.0,17.0,15.0,17,14,Ernest Blackburn
1946/47,Division Three (North),3.0,16.0,18.0,16,12,Ernest Blackburn
1946/47,Division Three (North),3.0,15.0,16.0,15,12,Ernest Blackburn
1946/47,Division Three (North),3.0,14.0,18.0,14,11,Ernest Blackburn
1946/47,Division Three (North),3.0,13.0,21.0,13,9,Ernest Blackburn
1946/47,Division Three (North),3.0,12.0,19.0,12,9,Ernest Blackburn
1946/47,Division Three (North),3.0,11.0,18.0,11,8,Ernest Blackburn
1946/47,Division Three (North),3.0,10.0,17.0,10,8,Ernest Blackburn
1946/47,Division Three (North),3.0,9.0,14.0,9,8,Ernest Blackburn
1946/47,Division Three (North),3.0,8.0,13.0,8,8,Ernest Blackburn
1946/47,Division Three (North),3.0,7.0,11.0,7,8,Ernest Blackburn
1946/47,Division Three (North),3.0,6.0,12.0,6,6,Ernest Blackburn
1946/47,Division Three (North),3.0,5.0,11.0,5,6,Ernest Blackburn
1946/47,Division Three (North),3.0,4.0,13.0,4,4,Ernest Blackburn
1946/47,Division Three (North),3.0,3.0,20.0,3,2,Ernest Blackburn
1946/47,Division Three (North),3.0,2.0,10.0,2,2,Ernest Blackburn
1946/47,Division Three (North),3.0,1.0,21.0,1,0,Unknown
1938/39,League Division Two,2.0,42.0,22.0,42,17,Bill Ridding
1938/39,League Division Two,2.0,41.0,22.0,41,17,Bill Ridding
1938/39,League Division Two,2.0,40.0,22.0,40,17,Bill Ridding
1938/39,League Division Two,2.0,39.0,22.0,39,17,Bill Ridding
1938/39,League Division Two,2.0,38.0,22.0,38,17,Bill Ridding
1938/39,League Division Two,2.0,37.0,22.0,37,17,Bill Ridding
1938/39,League Division Two,2.0,36.0,22.0,36,15,Bill Ridding
1938/39,League Division Two,2.0,35.0,22.0,35,15,Bill Ridding
1938/39,League Division Two,2.0,34.0,22.0,34,15,Bill Ridding
1938/39,League Division Two,2.0,33.0,22.0,33,13,Bill Ridding
1938/39,League Division Two,2.0,32.0,22.0,32,13,Bill Ridding
1938/39,League Division Two,2.0,31.0,22.0,31,12,Bill Ridding
1938/39,League Division Two,2.0,30.0,22.0,30,12,Bill Ridding
1938/39,League Division Two,2.0,29.0,22.0,29,12,Bill Ridding
1938/39,League Division Two,2.0,28.0,22.0,28,12,Bill Ridding
1938/39,League Division Two,2.0,27.0,22.0,27,11,Bill Ridding
1938/39,League Division Two,2.0,26.0,22.0,26,10,Bill Ridding
1938/39,League Division Two,2.0,25.0,22.0,25,10,Bill Ridding
1938/39,League Division Two,2.0,24.0,22.0,24,10,Bill Ridding
1938/39,League Division Two,2.0,23.0,22.0,23,8,Jim Knowles
1938/39,League Division Two,2.0,22.0,22.0,22,8,Jim Knowles
1938/39,League Division Two,2.0,21.0,22.0,21,8,Jim Knowles
1938/39,League Division Two,2.0,20.0,22.0,20,8,Jim Knowles
1938/39,League Division Two,2.0,19.0,22.0,19,7,Jim Knowles
1938/39,League Division Two,2.0,18.0,22.0,18,7,Jim Knowles
1938/39,League Division Two,2.0,17.0,22.0,17,7,Jim Knowles
1938/39,League Division Two,2.0,16.0,22.0,16,7,Jim Knowles
1938/39,League Division Two,2.0,15.0,22.0,15,7,Jim Knowles
1938/39,League Division Two,2.0,14.0,22.0,14,7,Jim Knowles
1938/39,League Division Two,2.0,13.0,22.0,13,7,Jim Knowles
1938/39,League Division Two,2.0,12.0,22.0,12,7,Jim Knowles
1938/39,League Division Two,2.0,11.0,21.0,11,7,Jim Knowles
1938/39,League Division Two,2.0,10.0,22.0,10,5,Jim Knowles
1938/39,League Division Two,2.0,9.0,22.0,9,5,Jim Knowles
1938/39,League Division Two,2.0,8.0,20.0,8,5,Jim Knowles
1938/39,League Division Two,2.0,7.0,20.0,7,4,Jim Knowles
1938/39,League Division Two,2.0,6.0,17.0,6,4,Jim Knowles
1938/39,League Division Two,2.0,5.0,16.0,5,4,Jim Knowles
1938/39,League Division Two,2.0,4.0,19.0,4,2,Jim Knowles
1938/39,League Division Two,2.0,3.0,14.0,3,2,Jim Knowles
1938/39,League Division Two,2.0,2.0,9.0,2,2,Jim Knowles
1938/39,League Division Two,2.0,1.0,13.0,1,0,Jim Knowles
1937/38,Division Three (North),3.0,42.0,1.0,42,56,Jim Knowles
1937/38,Division Three (North),3.0,41.0,1.0,41,55,Jim Knowles
1937/38,Division Three (North),3.0,40.0,1.0,40,53,Jim Knowles
1937/38,Division Three (North),3.0,39.0,1.0,39,51,Jim Knowles
1937/38,Division Three (North),3.0,38.0,1.0,38,49,Jim Knowles
1937/38,Division Three (North),3.0,37.0,2.0,37,47,Jim Knowles
1937/38,Division Three (North),3.0,36.0,2.0,36,46,Jim Knowles
1937/38,Division Three (North),3.0,35.0,2.0,35,44,Jim Knowles
1937/38,Division Three (North),3.0,34.0,2.0,34,42,Jim Knowles
1937/38,Division Three (North),3.0,33.0,3.0,33,41,Jim Knowles
1937/38,Division Three (North),3.0,32.0,3.0,32,40,Jim Knowles
1937/38,Division Three (North),3.0,31.0,2.0,31,40,Jim Knowles
1937/38,Division Three (North),3.0,30.0,1.0,30,39,Jim Knowles
1937/38,Division Three (North),3.0,29.0,1.0,29,39,Jim Knowles
1937/38,Division Three (North),3.0,28.0,1.0,28,37,Jim Knowles
1937/38,Division Three (North),3.0,27.0,1.0,27,37,Jim Knowles
1937/38,Division Three (North),3.0,26.0,1.0,26,35,Jim Knowles
1937/38,Division Three (North),3.0,25.0,2.0,25,33,Jim Knowles
1937/38,Division Three (North),3.0,24.0,2.0,24,32,Jim Knowles
1937/38,Division Three (North),3.0,23.0,4.0,23,30,Jim Knowles
1937/38,Division Three (North),3.0,22.0,2.0,22,29,Jim Knowles
1937/38,Division Three (North),3.0,21.0,3.0,21,27,Jim Knowles
1937/38,Division Three (North),3.0,20.0,1.0,20,27,Jim Knowles
1937/38,Division Three (North),3.0,19.0,2.0,19,25,Jim Knowles
1937/38,Division Three (North),3.0,18.0,5.0,18,23,Jim Knowles
1937/38,Division Three (North),3.0,17.0,6.0,17,21,Jim Knowles
1937/38,Division Three (North),3.0,16.0,6.0,16,19,Jim Knowles
1937/38,Division Three (North),3.0,15.0,8.0,15,17,Jim Knowles
1937/38,Division Three (North),3.0,14.0,6.0,14,17,Jim Knowles
1937/38,Division Three (North),3.0,13.0,7.0,13,15,Jim Knowles
1937/38,Division Three (North),3.0,12.0,8.0,12,13,Jim Knowles
1937/38,Division Three (North),3.0,11.0,9.0,11,12,Jim Knowles
1937/38,Division Three (North),3.0,10.0,7.0,10,12,Jim Knowles
1937/38,Division Three (North),3.0,9.0,3.0,9,12,Jim Knowles
1937/38,Division Three (North),3.0,8.0,5.0,8,10,Jim Knowles
1937/38,Division Three (North),3.0,7.0,3.0,7,10,Jim Knowles
1937/38,Division Three (North),3.0,6.0,6.0,6,8,Jim Knowles
1937/38,Division Three (North),3.0,5.0,9.0,5,6,Jim Knowles
1937/38,Division Three (North),3.0,4.0,11.0,4,4,Jim Knowles
1937/38,Division Three (North),3.0,3.0,11.0,3,3,Jim Knowles
1937/38,Division Three (North),3.0,2.0,8.0,2,2,Jim Knowles
1937/38,Division Three (North),3.0,1.0,16.0,1,0,Jim Knowles
1936/37,Division Three (North),3.0,42.0,18.0,42,33,Jim Knowles
1936/37,Division Three (North),3.0,41.0,20.0,41,31,Jim Knowles
1936/37,Division Three (North),3.0,40.0,19.0,40,31,Jim Knowles
1936/37,Division Three (North),3.0,39.0,18.0,39,31,Jim Knowles
1936/37,Division Three (North),3.0,38.0,19.0,38,30,Jim Knowles
1936/37,Division Three (North),3.0,37.0,20.0,37,29,Jim Knowles
1936/37,Division Three (North),3.0,36.0,18.0,36,29,Jim Knowles
1936/37,Division Three (North),3.0,35.0,17.0,35,29,Jim Knowles
1936/37,Division Three (North),3.0,34.0,17.0,34,28,Jim Knowles
1936/37,Division Three (North),3.0,33.0,18.0,33,27,Jim Knowles
1936/37,Division Three (North),3.0,32.0,17.0,32,27,Jim Knowles
1936/37,Division Three (North),3.0,31.0,18.0,31,25,Jim Knowles
1936/37,Division Three (North),3.0,30.0,14.0,30,25,Jim Knowles
1936/37,Division Three (North),3.0,29.0,13.0,29,25,Jim Knowles
1936/37,Division Three (North),3.0,28.0,15.0,28,23,Jim Knowles
1936/37,Division Three (North),3.0,27.0,17.0,27,21,Jim Knowles
1936/37,Division Three (North),3.0,26.0,20.0,26,19,Jim Knowles
1936/37,Division Three (North),3.0,25.0,21.0,25,17,Jim Knowles
1936/37,Division Three (North),3.0,24.0,22.0,24,15,Jim Knowles
1936/37,Division Three (North),3.0,23.0,22.0,23,15,Jim Knowles
1936/37,Division Three (North),3.0,22.0,22.0,22,13,Jim Knowles
1936/37,Division Three (North),3.0,21.0,22.0,21,11,Jim Knowles
1936/37,Division Three (North),3.0,20.0,22.0,20,11,Jim Knowles
1936/37,Division Three (North),3.0,19.0,21.0,19,11,Jim Knowles
1936/37,Division Three (North),3.0,18.0,21.0,18,11,Jim Knowles
1936/37,Division Three (North),3.0,17.0,21.0,17,9,Jim Knowles
1936/37,Division Three (North),3.0,16.0,21.0,16,9,Jim Knowles
1936/37,Division Three (North),3.0,15.0,20.0,15,9,Jim Knowles
1936/37,Division Three (North),3.0,14.0,19.0,14,9,Jim Knowles
1936/37,Division Three (North),3.0,13.0,17.0,13,9,Jack Carr
1936/37,Division Three (North),3.0,12.0,20.0,12,8,Jack Carr
1936/37,Division Three (North),3.0,11.0,17.0,11,8,Jack Carr
1936/37,Division Three (North),3.0,10.0,16.0,10,7,Jack Carr
1936/37,Division Three (North),3.0,9.0,17.0,9,6,Jack Carr
1936/37,Division Three (North),3.0,8.0,15.0,8,6,Jack Carr
1936/37,Division Three (North),3.0,7.0,12.0,7,6,Jack Carr
1936/37,Division Three (North),3.0,6.0,16.0,6,4,Jack Carr
1936/37,Division Three (North),3.0,5.0,14.0,5,4,Jack Carr
1936/37,Division Three (North),3.0,4.0,14.0,4,3,Jack Carr
1936/37,Division Three (North),3.0,3.0,13.0,3,2,Jack Carr
1936/37,Division Three (North),3.0,2.0,9.0,2,2,Jack Carr
1936/37,Division Three (North),3.0,1.0,1.0,1,2,Jack Carr
1935/36,Division Three (North),3.0,42.0,3.0,42,55,Jack Carr
1935/36,Division Three (North),3.0,41.0,4.0,41,53,Jack Carr
1935/36,Division Three (North),3.0,40.0,3.0,40,53,Jack Carr
1935/36,Division Three (North),3.0,39.0,3.0,39,52,Jack Carr
1935/36,Division Three (North),3.0,38.0,2.0,38,52,Jack Carr
1935/36,Division Three (North),3.0,37.0,2.0,37,50,Jack Carr
1935/36,Division Three (North),3.0,36.0,2.0,36,50,Jack Carr
1935/36,Division Three (North),3.0,35.0,2.0,35,49,Jack Carr
1935/36,Division Three (North),3.0,34.0,2.0,34,49,Jack Carr
1935/36,Division Three (North),3.0,33.0,2.0,33,48,Jack Carr
1935/36,Division Three (North),3.0,32.0,1.0,32,47,Jack Carr
1935/36,Division Three (North),3.0,31.0,2.0,31,45,Jack Carr
1935/36,Division Three (North),3.0,30.0,1.0,30,45,Jack Carr
1935/36,Division Three (North),3.0,29.0,1.0,29,43,Jack Carr
1935/36,Division Three (North),3.0,28.0,1.0,28,43,Jack Carr
1935/36,Division Three (North),3.0,27.0,1.0,27,43,Jack Carr
1935/36,Division Three (North),3.0,26.0,1.0,26,41,Jack Carr
1935/36,Division Three (North),3.0,25.0,1.0,25,39,Jack Carr
1935/36,Division Three (North),3.0,24.0,1.0,24,37,Jack Carr
1935/36,Division Three (North),3.0,23.0,2.0,23,36,Jack Carr
1935/36,Division Three (North),3.0,22.0,1.0,22,34,Jack Carr
1935/36,Division Three (North),3.0,21.0,1.0,21,33,Jack Carr
1935/36,Division Three (North),3.0,20.0,1.0,20,31,Jack Carr
1935/36,Division Three (North),3.0,19.0,1.0,19,29,Jack Carr
1935/36,Division Three (North),3.0,18.0,1.0,18,29,Jack Carr
1935/36,Division Three (North),3.0,17.0,1.0,17,27,Jack Carr
1935/36,Division Three (North),3.0,16.0,1.0,16,25,Jack Carr
1935/36,Division Three (North),3.0,15.0,1.0,15,23,Jack Carr
1935/36,Division Three (North),3.0,14.0,1.0,14,22,Jack Carr
1935/36,Division Three (North),3.0,13.0,1.0,13,20,Jack Carr
1935/36,Division Three (North),3.0,12.0,1.0,12,19,Jack Carr
1935/36,Division Three (North),3.0,11.0,2.0,11,17,Jack Carr
1935/36,Division Three (North),3.0,10.0,2.0,10,15,Jack Carr
1935/36,Division Three (North),3.0,9.0,1.0,9,15,Jack Carr
1935/36,Division Three (North),3.0,8.0,1.0,8,14,Jack Carr
1935/36,Division Three (North),3.0,7.0,1.0,7,12,Jack Carr
1935/36,Division Three (North),3.0,6.0,1.0,6,10,Jack Carr
1935/36,Division Three (North),3.0,5.0,1.0,5,8,Jack Carr
1935/36,Division Three (North),3.0,4.0,5.0,4,6,Jack Carr
1935/36,Division Three (North),3.0,3.0,3.0,3,5,Jack Carr
1935/36,Division Three (North),3.0,2.0,4.0,2,3,Jack Carr
1935/36,Division Three (North),3.0,1.0,12.0,1,1,Jack Carr
1934/35,Division Three (North),3.0,42.0,3.0,42,51,Bert Cooke
1934/35,Division Three (North),3.0,41.0,3.0,41,51,Bert Cooke
1934/35,Division Three (North),3.0,40.0,3.0,40,49,Bert Cooke
1934/35,Division Three (North),3.0,39.0,3.0,39,49,Bert Cooke
1934/35,Division Three (North),3.0,38.0,3.0,38,49,Bert Cooke
1934/35,Division Three (North),3.0,37.0,3.0,37,49,Bert Cooke
1934/35,Division Three (North),3.0,36.0,3.0,36,49,Bert Cooke
1934/35,Division Three (North),3.0,35.0,3.0,35,47,Bert Cooke
1934/35,Division Three (North),3.0,34.0,1.0,34,47,Bert Cooke
1934/35,Division Three (North),3.0,33.0,1.0,33,46,Bert Cooke
1934/35,Division Three (North),3.0,32.0,1.0,32,46,Bert Cooke
1934/35,Division Three (North),3.0,31.0,1.0,31,44,Bert Cooke
1934/35,Division Three (North),3.0,30.0,1.0,30,43,Bert Cooke
1934/35,Division Three (North),3.0,29.0,1.0,29,43,Bert Cooke
1934/35,Division Three (North),3.0,28.0,1.0,28,42,Bert Cooke
1934/35,Division Three (North),3.0,27.0,1.0,27,40,Bert Cooke
1934/35,Division Three (North),3.0,26.0,1.0,26,39,Bert Cooke
1934/35,Division Three (North),3.0,25.0,1.0,25,39,Bert Cooke
1934/35,Division Three (North),3.0,24.0,1.0,24,38,Bert Cooke
1934/35,Division Three (North),3.0,23.0,1.0,23,36,Bert Cooke
1934/35,Division Three (North),3.0,22.0,1.0,22,34,Bert Cooke
1934/35,Division Three (North),3.0,21.0,1.0,21,33,Bert Cooke
1934/35,Division Three (North),3.0,20.0,1.0,20,32,Bert Cooke
1934/35,Division Three (North),3.0,19.0,1.0,19,30,Bert Cooke
1934/35,Division Three (North),3.0,18.0,1.0,18,30,Bert Cooke
1934/35,Division Three (North),3.0,17.0,1.0,17,29,Bert Cooke
1934/35,Division Three (North),3.0,16.0,1.0,16,27,Bert Cooke
1934/35,Division Three (North),3.0,15.0,1.0,15,25,Bert Cooke
1934/35,Division Three (North),3.0,14.0,1.0,14,23,Bert Cooke
1934/35,Division Three (North),3.0,13.0,1.0,13,21,Bert Cooke
1934/35,Division Three (North),3.0,12.0,1.0,12,19,Bert Cooke
1934/35,Division Three (North),3.0,11.0,1.0,11,18,Bert Cooke
1934/35,Division Three (North),3.0,10.0,1.0,10,16,Bert Cooke
1934/35,Division Three (North),3.0,9.0,4.0,9,14,Bert Cooke
1934/35,Division Three (North),3.0,8.0,2.0,8,14,Bert Cooke
1934/35,Division Three (North),3.0,7.0,3.0,7,12,Bert Cooke
1934/35,Division Three (North),3.0,6.0,1.0,6,11,Bert Cooke
1934/35,Division Three (North),3.0,5.0,1.0,5,9,Bert Cooke
1934/35,Division Three (North),3.0,4.0,2.0,4,7,Bert Cooke
1934/35,Division Three (North),3.0,3.0,4.0,3,5,Bert Cooke
1934/35,Division Three (North),3.0,2.0,1.0,2,4,Bert Cooke
1934/35,Division Three (North),3.0,1.0,4.0,1,2,Bert Cooke
1933/34,Division Three (North),3.0,42.0,8.0,42,47,Bert Cooke
1933/34,Division Three (North),3.0,41.0,7.0,41,47,Bert Cooke
1933/34,Division Three (North),3.0,40.0,7.0,40,45,Bert Cooke
