season,competition,league_tier,ssn_comp_game_no,ranking,pld,pts,manager
1985/86,League Division Four,4.0,19.0,15.0,19,25,Frank Worthington
1985/86,League Division Four,4.0,18.0,11.0,18,25,Frank Worthington
1985/86,League Division Four,4.0,17.0,12.0,17,22,Frank Worthington
1985/86,League Division Four,4.0,16.0,12.0,16,21,Frank Worthington
1985/86,League Division Four,4.0,15.0,10.0,15,21,Frank Worthington
1985/86,League Division Four,4.0,14.0,14.0,14,18,Frank Worthington
1985/86,League Division Four,4.0,13.0,16.0,13,15,Frank Worthington
1985/86,League Division Four,4.0,12.0,14.0,12,15,Frank Worthington
1985/86,League Division Four,4.0,11.0,17.0,11,12,Frank Worthington
1985/86,League Division Four,4.0,10.0,15.0,10,12,Frank Worthington
1985/86,League Division Four,4.0,9.0,14.0,9,11,Frank Worthington
1985/86,League Division Four,4.0,8.0,12.0,8,11,Frank Worthington
1985/86,League Division Four,4.0,7.0,15.0,7,8,Frank Worthington
1985/86,League Division Four,4.0,6.0,14.0,6,7,Frank Worthington
1985/86,League Division Four,4.0,5.0,7.0,5,7,Frank Worthington
1985/86,League Division Four,4.0,4.0,15.0,4,4,Frank Worthington
1985/86,League Division Four,4.0,3.0,7.0,3,4,Frank Worthington
1985/86,League Division Four,4.0,2.0,5.0,2,3,Frank Worthington
1985/86,League Division Four,4.0,1.0,20.0,1,0,Frank Worthington
1984/85,League Division Four,4.0,46.0,6.0,46,75,Unknown
1984/85,League Division Four,4.0,45.0,6.0,45,72,Unknown
1984/85,League Division Four,4.0,44.0,9.0,44,69,Unknown
1984/85,League Division Four,4.0,43.0,8.0,43,69,Unknown
1984/85,League Division Four,4.0,42.0,9.0,42,66,Unknown
1984/85,League Division Four,4.0,41.0,10.0,41,63,Unknown
1984/85,League Division Four,4.0,40.0,7.0,40,63,Unknown
1984/85,League Division Four,4.0,39.0,10.0,39,60,Unknown
1984/85,League Division Four,4.0,38.0,8.0,38,60,Unknown
1984/85,League Division Four,4.0,37.0,7.0,37,60,Unknown
1984/85,League Division Four,4.0,36.0,8.0,36,57,Unknown
1984/85,League Division Four,4.0,35.0,9.0,35,54,Unknown
1984/85,League Division Four,4.0,34.0,8.0,34,54,Unknown
1984/85,League Division Four,4.0,33.0,9.0,33,51,Unknown
1984/85,League Division Four,4.0,32.0,8.0,32,48,Unknown
1984/85,League Division Four,4.0,31.0,8.0,31,48,Unknown
1984/85,League Division Four,4.0,30.0,8.0,30,45,Unknown
1984/85,League Division Four,4.0,29.0,8.0,29,44,Unknown
1984/85,League Division Four,4.0,28.0,8.0,28,41,Unknown
1984/85,League Division Four,4.0,27.0,8.0,27,40,Unknown
1984/85,League Division Four,4.0,26.0,8.0,26,40,Bryan Hamilton
1984/85,League Division Four,4.0,25.0,7.0,25,40,Bryan Hamilton
1984/85,League Division Four,4.0,24.0,6.0,24,40,Bryan Hamilton
1984/85,League Division Four,4.0,23.0,8.0,23,37,Bryan Hamilton
1984/85,League Division Four,4.0,22.0,8.0,22,34,Bryan Hamilton
1984/85,League Division Four,4.0,21.0,7.0,21,34,Bryan Hamilton
1984/85,League Division Four,4.0,20.0,6.0,20,34,Bryan Hamilton
1984/85,League Division Four,4.0,19.0,8.0,19,31,Bryan Hamilton
1984/85,League Division Four,4.0,18.0,9.0,18,28,Bryan Hamilton
1984/85,League Division Four,4.0,17.0,9.0,17,25,Bryan Hamilton
1984/85,League Division Four,4.0,16.0,8.0,16,25,Bryan Hamilton
1984/85,League Division Four,4.0,15.0,7.0,15,25,Bryan Hamilton
1984/85,League Division Four,4.0,14.0,9.0,14,22,Bryan Hamilton
1984/85,League Division Four,4.0,13.0,9.0,13,21,Bryan Hamilton
1984/85,League Division Four,4.0,12.0,9.0,12,18,Bryan Hamilton
1984/85,League Division Four,4.0,11.0,12.0,11,15,Bryan Hamilton
1984/85,League Division Four,4.0,10.0,9.0,10,15,Bryan Hamilton
1984/85,League Division Four,4.0,9.0,6.0,9,15,Bryan Hamilton
1984/85,League Division Four,4.0,8.0,6.0,8,15,Bryan Hamilton
1984/85,League Division Four,4.0,7.0,8.0,7,12,Bryan Hamilton
1984/85,League Division Four,4.0,6.0,10.0,6,9,Bryan Hamilton
1984/85,League Division Four,4.0,5.0,5.0,5,9,Bryan Hamilton
1984/85,League Division Four,4.0,4.0,9.0,4,6,Bryan Hamilton
1984/85,League Division Four,4.0,3.0,3.0,3,6,Bryan Hamilton
1984/85,League Division Four,4.0,2.0,11.0,2,3,Bryan Hamilton
1984/85,League Division Four,4.0,1.0,18.0,1,0,Bryan Hamilton
1983/84,League Division Four,4.0,46.0,10.0,46,66,Bryan Hamilton
1983/84,League Division Four,4.0,45.0,10.0,45,66,Bryan Hamilton
1983/84,League Division Four,4.0,44.0,10.0,44,63,Bryan Hamilton
1983/84,League Division Four,4.0,43.0,10.0,43,63,Bryan Hamilton
1983/84,League Division Four,4.0,42.0,8.0,42,62,Bryan Hamilton
1983/84,League Division Four,4.0,41.0,7.0,41,62,Bryan Hamilton
1983/84,League Division Four,4.0,40.0,7.0,40,62,Bryan Hamilton
1983/84,League Division Four,4.0,39.0,8.0,39,59,Bryan Hamilton
1983/84,League Division Four,4.0,38.0,7.0,38,59,Bryan Hamilton
1983/84,League Division Four,4.0,37.0,7.0,37,56,Bryan Hamilton
1983/84,League Division Four,4.0,36.0,9.0,36,53,Bryan Hamilton
1983/84,League Division Four,4.0,35.0,8.0,35,52,Bryan Hamilton
1983/84,League Division Four,4.0,34.0,9.0,34,49,Bryan Hamilton
1983/84,League Division Four,4.0,33.0,10.0,33,46,Bryan Hamilton
1983/84,League Division Four,4.0,32.0,13.0,32,43,Bryan Hamilton
1983/84,League Division Four,4.0,31.0,12.0,31,42,Bryan Hamilton
1983/84,League Division Four,4.0,30.0,12.0,30,41,Bryan Hamilton
1983/84,League Division Four,4.0,29.0,12.0,29,40,Bryan Hamilton
1983/84,League Division Four,4.0,28.0,10.0,28,40,Bryan Hamilton
1983/84,League Division Four,4.0,27.0,13.0,27,37,Bryan Hamilton
1983/84,League Division Four,4.0,26.0,13.0,26,36,Bryan Hamilton
1983/84,League Division Four,4.0,25.0,12.0,25,36,Bryan Hamilton
1983/84,League Division Four,4.0,24.0,13.0,24,33,Bryan Hamilton
1983/84,League Division Four,4.0,23.0,14.0,23,30,Bryan Hamilton
1983/84,League Division Four,4.0,22.0,12.0,22,29,Bryan Hamilton
1983/84,League Division Four,4.0,21.0,12.0,21,29,Bryan Hamilton
1983/84,League Division Four,4.0,20.0,12.0,20,28,Bryan Hamilton
1983/84,League Division Four,4.0,19.0,13.0,19,25,Bryan Hamilton
1983/84,League Division Four,4.0,18.0,12.0,18,25,Bryan Hamilton
1983/84,League Division Four,4.0,17.0,12.0,17,24,Bryan Hamilton
1983/84,League Division Four,4.0,16.0,9.0,16,24,Bryan Hamilton
1983/84,League Division Four,4.0,15.0,5.0,15,23,Bryan Hamilton
1983/84,League Division Four,4.0,14.0,9.0,14,20,Bryan Hamilton
1983/84,League Division Four,4.0,13.0,7.0,13,20,Bryan Hamilton
1983/84,League Division Four,4.0,12.0,5.0,12,19,Bryan Hamilton
1983/84,League Division Four,4.0,11.0,3.0,11,19,Bryan Hamilton
1983/84,League Division Four,4.0,10.0,3.0,10,16,Bryan Hamilton
1983/84,League Division Four,4.0,9.0,10.0,9,13,Bryan Hamilton
1983/84,League Division Four,4.0,8.0,10.0,8,12,Bryan Hamilton
1983/84,League Division Four,4.0,7.0,12.0,7,9,Bryan Hamilton
1983/84,League Division Four,4.0,6.0,16.0,6,6,Bryan Hamilton
1983/84,League Division Four,4.0,5.0,15.0,5,6,Bryan Hamilton
1983/84,League Division Four,4.0,4.0,13.0,4,6,Bryan Hamilton
1983/84,League Division Four,4.0,3.0,16.0,3,3,Bryan Hamilton
1983/84,League Division Four,4.0,2.0,17.0,2,2,Bryan Hamilton
1983/84,League Division Four,4.0,1.0,12.0,1,1,Bryan Hamilton
1982/83,League Division Four,4.0,46.0,18.0,46,50,Bryan Hamilton
1982/83,League Division Four,4.0,45.0,20.0,45,49,Bryan Hamilton
1982/83,League Division Four,4.0,44.0,21.0,44,46,Bryan Hamilton
1982/83,League Division Four,4.0,43.0,20.0,43,45,Bryan Hamilton
1982/83,League Division Four,4.0,42.0,19.0,42,45,Bryan Hamilton
1982/83,League Division Four,4.0,41.0,17.0,41,45,Bryan Hamilton
1982/83,League Division Four,4.0,40.0,16.0,40,44,Bryan Hamilton
1982/83,League Division Four,4.0,39.0,16.0,39,44,Bryan Hamilton
1982/83,League Division Four,4.0,38.0,16.0,38,43,Bryan Hamilton
1982/83,League Division Four,4.0,37.0,15.0,37,42,Bryan Hamilton
1982/83,League Division Four,4.0,36.0,15.0,36,41,Bryan Hamilton
1982/83,League Division Four,4.0,35.0,18.0,35,38,Bryan Hamilton
1982/83,League Division Four,4.0,34.0,17.0,34,38,Bryan Hamilton
1982/83,League Division Four,4.0,33.0,18.0,33,35,Bryan Hamilton
1982/83,League Division Four,4.0,32.0,17.0,32,35,Bryan Hamilton
1982/83,League Division Four,4.0,31.0,19.0,31,32,Bryan Hamilton
1982/83,League Division Four,4.0,30.0,17.0,30,32,Bryan Hamilton
1982/83,League Division Four,4.0,29.0,20.0,29,29,Bryan Hamilton
1982/83,League Division Four,4.0,28.0,19.0,28,29,Bryan Hamilton
1982/83,League Division Four,4.0,27.0,19.0,27,28,Bryan Hamilton
1982/83,League Division Four,4.0,26.0,20.0,26,25,Bryan Hamilton
1982/83,League Division Four,4.0,25.0,20.0,25,24,Bryan Hamilton
1982/83,League Division Four,4.0,24.0,20.0,24,24,Bryan Hamilton
1982/83,League Division Four,4.0,23.0,20.0,23,24,Bryan Hamilton
1982/83,League Division Four,4.0,22.0,19.0,22,24,Bryan Hamilton
1982/83,League Division Four,4.0,21.0,18.0,21,23,Bryan Hamilton
1982/83,League Division Four,4.0,20.0,19.0,20,20,Bryan Hamilton
1982/83,League Division Four,4.0,19.0,16.0,19,20,Bryan Hamilton
1982/83,League Division Four,4.0,18.0,21.0,18,17,Bryan Hamilton
1982/83,League Division Four,4.0,17.0,22.0,17,14,Bryan Hamilton
1982/83,League Division Four,4.0,16.0,24.0,16,11,Bryan Hamilton
1982/83,League Division Four,4.0,15.0,24.0,15,11,Bryan Hamilton
1982/83,League Division Four,4.0,14.0,23.0,14,11,Bryan Hamilton
1982/83,League Division Four,4.0,13.0,20.0,13,11,Bryan Hamilton
1982/83,League Division Four,4.0,12.0,21.0,12,11,Bryan Hamilton
1982/83,League Division Four,4.0,11.0,17.0,11,11,Bryan Hamilton
1982/83,League Division Four,4.0,10.0,21.0,10,8,Bryan Hamilton
1982/83,League Division Four,4.0,9.0,23.0,9,5,Bryan Hamilton
1982/83,League Division Four,4.0,8.0,22.0,8,5,Bryan Hamilton
1982/83,League Division Four,4.0,7.0,20.0,7,5,Bryan Hamilton
1982/83,League Division Four,4.0,6.0,20.0,6,5,Bryan Hamilton
1982/83,League Division Four,4.0,5.0,16.0,5,5,Bryan Hamilton
1982/83,League Division Four,4.0,4.0,17.0,4,4,Bryan Hamilton
1982/83,League Division Four,4.0,3.0,5.0,3,4,Bryan Hamilton
1982/83,League Division Four,4.0,2.0,16.0,2,1,Bryan Hamilton
1982/83,League Division Four,4.0,1.0,20.0,1,0,Bryan Hamilton
1981/82,League Division Four,4.0,46.0,11.0,46,60,Bryan Hamilton
1981/82,League Division Four,4.0,45.0,12.0,45,57,Bryan Hamilton
1981/82,League Division Four,4.0,44.0,11.0,44,57,Bryan Hamilton
1981/82,League Division Four,4.0,43.0,11.0,43,54,Bryan Hamilton
1981/82,League Division Four,4.0,42.0,12.0,42,51,Bryan Hamilton
1981/82,League Division Four,4.0,41.0,13.0,41,48,Bryan Hamilton
1981/82,League Division Four,4.0,40.0,13.0,40,48,Bryan Hamilton
1981/82,League Division Four,4.0,39.0,13.0,39,47,Bryan Hamilton
1981/82,League Division Four,4.0,38.0,13.0,38,44,Bryan Hamilton
1981/82,League Division Four,4.0,37.0,14.0,37,43,Bryan Hamilton
1981/82,League Division Four,4.0,36.0,13.0,36,42,Bryan Hamilton
1981/82,League Division Four,4.0,35.0,13.0,35,41,Bryan Hamilton
1981/82,League Division Four,4.0,34.0,14.0,34,38,Bryan Hamilton
1981/82,League Division Four,4.0,33.0,13.0,33,38,Bryan Hamilton
1981/82,League Division Four,4.0,32.0,12.0,32,37,Bryan Hamilton
1981/82,League Division Four,4.0,31.0,13.0,31,36,Bryan Hamilton
1981/82,League Division Four,4.0,30.0,13.0,30,33,Bryan Hamilton
1981/82,League Division Four,4.0,29.0,13.0,29,33,Bryan Hamilton
1981/82,League Division Four,4.0,28.0,13.0,28,33,Bryan Hamilton
1981/82,League Division Four,4.0,27.0,13.0,27,32,Bryan Hamilton
1981/82,League Division Four,4.0,26.0,13.0,26,31,Bryan Hamilton
1981/82,League Division Four,4.0,25.0,13.0,25,30,Bryan Hamilton
1981/82,League Division Four,4.0,24.0,12.0,24,29,Bryan Hamilton
1981/82,League Division Four,4.0,23.0,11.0,23,29,Bryan Hamilton
1981/82,League Division Four,4.0,22.0,11.0,22,28,Bryan Hamilton
1981/82,League Division Four,4.0,21.0,11.0,21,25,Bryan Hamilton
1981/82,League Division Four,4.0,20.0,13.0,20,22,Bryan Hamilton
1981/82,League Division Four,4.0,19.0,17.0,19,19,Bryan Hamilton
1981/82,League Division Four,4.0,18.0,18.0,18,18,Bryan Hamilton
1981/82,League Division Four,4.0,17.0,19.0,17,17,Bryan Hamilton
1981/82,League Division Four,4.0,16.0,16.0,16,17,Bryan Hamilton
1981/82,League Division Four,4.0,15.0,16.0,15,16,Bryan Hamilton
1981/82,League Division Four,4.0,14.0,14.0,14,16,Bryan Hamilton
1981/82,League Division Four,4.0,13.0,15.0,13,15,Bryan Hamilton
1981/82,League Division Four,4.0,12.0,13.0,12,15,Bryan Hamilton
1981/82,League Division Four,4.0,11.0,12.0,11,15,Bryan Hamilton
1981/82,League Division Four,4.0,10.0,14.0,10,12,Bryan Hamilton
1981/82,League Division Four,4.0,9.0,18.0,9,9,Bryan Hamilton
1981/82,League Division Four,4.0,8.0,16.0,8,9,Bryan Hamilton
1981/82,League Division Four,4.0,7.0,19.0,7,6,Bryan Hamilton
1981/82,League Division Four,4.0,6.0,19.0,6,5,Bryan Hamilton
1981/82,League Division Four,4.0,5.0,19.0,5,4,Bryan Hamilton
1981/82,League Division Four,4.0,4.0,23.0,4,1,Bryan Hamilton
1981/82,League Division Four,4.0,3.0,23.0,3,1,Bryan Hamilton
1981/82,League Division Four,4.0,2.0,24.0,2,0,Bryan Hamilton
1981/82,League Division Four,4.0,1.0,21.0,1,0,Bryan Hamilton
1980/81,League Division Four,4.0,46.0,21.0,46,36,Bryan Hamilton
1980/81,League Division Four,4.0,45.0,21.0,45,36,Bryan Hamilton
1980/81,League Division Four,4.0,44.0,21.0,44,34,Bryan Hamilton
1980/81,League Division Four,4.0,43.0,21.0,43,34,Bryan Hamilton
1980/81,League Division Four,4.0,42.0,20.0,42,34,Bryan Hamilton
1980/81,League Division Four,4.0,41.0,19.0,41,33,Bryan Hamilton
1980/81,League Division Four,4.0,40.0,21.0,40,31,Bryan Hamilton
1980/81,League Division Four,4.0,39.0,21.0,39,30,Bryan Hamilton
1980/81,League Division Four,4.0,38.0,21.0,38,30,Bryan Hamilton
1980/81,League Division Four,4.0,37.0,20.0,37,30,Bryan Hamilton
1980/81,League Division Four,4.0,36.0,19.0,36,30,Bryan Hamilton
1980/81,League Division Four,4.0,35.0,19.0,35,30,Bryan Hamilton
1980/81,League Division Four,4.0,34.0,19.0,34,29,Bryan Hamilton
1980/81,League Division Four,4.0,33.0,19.0,33,29,Bryan Hamilton
1980/81,League Division Four,4.0,32.0,20.0,32,28,Bryan Hamilton
1980/81,League Division Four,4.0,31.0,16.0,31,28,Bryan Hamilton
1980/81,League Division Four,4.0,30.0,15.0,30,28,Bryan Hamilton
1980/81,League Division Four,4.0,29.0,16.0,29,27,Bryan Hamilton
1980/81,League Division Four,4.0,28.0,13.0,28,27,Bryan Hamilton
1980/81,League Division Four,4.0,27.0,17.0,27,25,Bryan Hamilton
1980/81,League Division Four,4.0,26.0,16.0,26,24,Bryan Hamilton
1980/81,League Division Four,4.0,25.0,14.0,25,24,Bryan Hamilton
1980/81,League Division Four,4.0,24.0,17.0,24,22,Bryan Hamilton
1980/81,League Division Four,4.0,23.0,11.0,23,22,Bryan Hamilton
1980/81,League Division Four,4.0,22.0,16.0,22,21,Bryan Hamilton
1980/81,League Division Four,4.0,21.0,11.0,21,21,Bryan Hamilton
1980/81,League Division Four,4.0,20.0,8.0,20,21,Bryan Hamilton
1980/81,League Division Four,4.0,19.0,5.0,19,21,Bryan Hamilton
1980/81,League Division Four,4.0,18.0,5.0,18,19,Bryan Hamilton
1980/81,League Division Four,4.0,17.0,10.0,17,17,Bryan Hamilton
1980/81,League Division Four,4.0,16.0,7.0,16,17,Bryan Hamilton
1980/81,League Division Four,4.0,15.0,5.0,15,16,Bryan Hamilton
1980/81,League Division Four,4.0,14.0,6.0,14,14,Bryan Hamilton
1980/81,League Division Four,4.0,13.0,12.0,13,12,Bryan Hamilton
1980/81,League Division Four,4.0,12.0,7.0,12,12,Bryan Hamilton
1980/81,League Division Four,4.0,11.0,6.0,11,11,Bryan Hamilton
1980/81,League Division Four,4.0,10.0,8.0,10,9,John King
1980/81,League Division Four,4.0,9.0,17.0,9,7,John King
1980/81,League Division Four,4.0,8.0,22.0,8,5,John King
1980/81,League Division Four,4.0,7.0,19.0,7,5,John King
1980/81,League Division Four,4.0,6.0,20.0,6,3,John King
1980/81,League Division Four,4.0,5.0,15.0,5,3,John King
1980/81,League Division Four,4.0,4.0,13.0,4,3,John King
1980/81,League Division Four,4.0,3.0,21.0,3,1,John King
1980/81,League Division Four,4.0,2.0,18.0,2,1,John King
1980/81,League Division Four,4.0,1.0,14.0,1,1,John King
1979/80,League Division Four,4.0,46.0,15.0,46,41,John King
1979/80,League Division Four,4.0,45.0,15.0,45,40,John King
1979/80,League Division Four,4.0,44.0,15.0,44,40,John King
1979/80,League Division Four,4.0,43.0,14.0,43,40,John King
1979/80,League Division Four,4.0,42.0,13.0,42,40,John King
1979/80,League Division Four,4.0,41.0,13.0,41,38,John King
1979/80,League Division Four,4.0,40.0,12.0,40,38,John King
1979/80,League Division Four,4.0,39.0,13.0,39,36,John King
1979/80,League Division Four,4.0,38.0,13.0,38,35,John King
1979/80,League Division Four,4.0,37.0,14.0,37,34,John King
1979/80,League Division Four,4.0,36.0,13.0,36,33,John King
1979/80,League Division Four,4.0,35.0,15.0,35,32,John King
1979/80,League Division Four,4.0,34.0,15.0,34,32,John King
1979/80,League Division Four,4.0,33.0,15.0,33,31,John King
1979/80,League Division Four,4.0,32.0,14.0,32,31,John King
1979/80,League Division Four,4.0,31.0,16.0,31,29,John King
1979/80,League Division Four,4.0,30.0,15.0,30,29,John King
1979/80,League Division Four,4.0,29.0,11.0,29,29,John King
1979/80,League Division Four,4.0,28.0,14.0,28,27,John King
1979/80,League Division Four,4.0,27.0,13.0,27,26,John King
1979/80,League Division Four,4.0,26.0,13.0,26,24,John King
1979/80,League Division Four,4.0,25.0,16.0,25,23,John King
1979/80,League Division Four,4.0,24.0,12.0,24,23,John King
1979/80,League Division Four,4.0,23.0,16.0,23,21,John King
1979/80,League Division Four,4.0,22.0,15.0,22,20,John King
1979/80,League Division Four,4.0,21.0,14.0,21,20,John King
1979/80,League Division Four,4.0,20.0,11.0,20,20,John King
1979/80,League Division Four,4.0,19.0,14.0,19,18,John King
1979/80,League Division Four,4.0,18.0,13.0,18,17,John King
1979/80,League Division Four,4.0,17.0,13.0,17,16,John King
1979/80,League Division Four,4.0,16.0,12.0,16,15,John King
1979/80,League Division Four,4.0,15.0,11.0,15,15,John King
1979/80,League Division Four,4.0,14.0,13.0,14,13,John King
1979/80,League Division Four,4.0,13.0,13.0,13,13,John King
1979/80,League Division Four,4.0,12.0,8.0,12,13,John King
1979/80,League Division Four,4.0,11.0,11.0,11,11,John King
1979/80,League Division Four,4.0,10.0,9.0,10,11,John King
1979/80,League Division Four,4.0,9.0,9.0,9,10,John King
1979/80,League Division Four,4.0,8.0,8.0,8,10,John King
1979/80,League Division Four,4.0,7.0,5.0,7,10,John King
1979/80,League Division Four,4.0,6.0,4.0,6,8,John King
1979/80,League Division Four,4.0,5.0,10.0,5,6,John King
1979/80,League Division Four,4.0,4.0,10.0,4,4,John King
1979/80,League Division Four,4.0,3.0,9.0,3,4,John King
1979/80,League Division Four,4.0,2.0,3.0,2,4,John King
1979/80,League Division Four,4.0,1.0,5.0,1,2,John King
1978/79,League Division Three,3.0,46.0,23.0,46,28,John King
1978/79,League Division Three,3.0,45.0,23.0,45,28,John King
1978/79,League Division Three,3.0,44.0,23.0,44,26,John King
1978/79,League Division Three,3.0,43.0,23.0,43,26,John King
1978/79,League Division Three,3.0,42.0,23.0,42,25,John King
1978/79,League Division Three,3.0,41.0,23.0,41,25,John King
1978/79,League Division Three,3.0,40.0,23.0,40,23,John King
1978/79,League Division Three,3.0,39.0,23.0,39,22,John King
